"exposure"	"outcome"	"SNP"	"b"	"se"	"p"	"nsnp"
"Triglycerides"	"CA-125_CVDI"	"rs4719841"	0.581896551724138	0.642241379310345	0.36491453893659	47
"Triglycerides"	"CA-125_CVDI"	"rs4738684"	0.0439024390243902	0.741463414634146	0.952784425566445	47
"Triglycerides"	"CA-125_CVDI"	"rs4810479"	0.280590717299578	0.343881856540084	0.414528207001362	47
"Triglycerides"	"CA-125_CVDI"	"rs588136"	0.622222222222222	0.353535353535354	0.0784078065749653	47
"Triglycerides"	"CA-125_CVDI"	"rs634869"	0.610294117647059	0.544117647058824	0.2620233544721	47
"Triglycerides"	"CA-125_CVDI"	"rs645040"	1.02730375426621	0.62457337883959	0.100009258576974	47
"Triglycerides"	"CA-125_CVDI"	"rs6831256"	-0.39922480620155	0.709302325581395	0.573542797842797	47
"Triglycerides"	"CA-125_CVDI"	"rs6882076"	0.223776223776224	0.538461538461538	0.677714132479616	47
"Triglycerides"	"CA-125_CVDI"	"rs719726"	1.26130653266332	0.748743718592965	0.0920727685534835	47
"Triglycerides"	"CA-125_CVDI"	"rs7248104"	-0.256756756756757	0.671171171171171	0.702053200368908	47
"Triglycerides"	"CA-125_CVDI"	"rs731839"	1.89732142857143	0.6875	0.00578473336076058	47
"Triglycerides"	"CA-125_CVDI"	"rs749671"	1.06635071090047	0.696682464454976	0.125865253621702	47
"Triglycerides"	"CA-125_CVDI"	"rs8077889"	-0.30952380952381	0.71031746031746	0.663015084104303	47
"Triglycerides"	"CA-125_CVDI"	"rs9686661"	0.424802110817942	0.511873350923483	0.406597073671922	47
"Triglycerides"	"CA-125_CVDI"	"rs998584"	1.37542662116041	0.508532423208191	0.00683665152509096	47
"Triglycerides"	"CA-125_CVDI"	"All - Inverse variance weighted"	0.161485140723342	0.05872900172047	0.00596560330199623	47
"Triglycerides"	"CASP-8_CVDI"	"rs10401969"	0.143801652892562	0.190909090909091	0.451301649189636	47
"Triglycerides"	"CASP-8_CVDI"	"rs10440120"	-0.156862745098039	0.53921568627451	0.771120848329444	47
"Triglycerides"	"CASP-8_CVDI"	"rs10501321"	0.356481481481481	0.597222222222222	0.550574664876041	47
"Triglycerides"	"CASP-8_CVDI"	"rs10761762"	-0.440740740740741	0.451851851851852	0.329357006541483	47
"Triglycerides"	"CASP-8_CVDI"	"rs10790162"	-0.0685466377440347	0.0967462039045553	0.478622285308298	47
"Triglycerides"	"CASP-8_CVDI"	"rs11057408"	0.182170542635659	0.5	0.715603323471049	47
"Triglycerides"	"CASP-8_CVDI"	"rs11613352"	0.146428571428571	0.517857142857143	0.77736187623937	47
"Triglycerides"	"CASP-8_CVDI"	"rs11974409"	0.28476084538376	0.174638487208009	0.102980397715867	47
"Triglycerides"	"CASP-8_CVDI"	"rs1260326"	0.0757839721254355	0.109756097560976	0.489894777830357	47
"Triglycerides"	"CASP-8_CVDI"	"rs12678919"	-0.161574618096357	0.126909518213866	0.20296547622023	47
"Triglycerides"	"CASP-8_CVDI"	"rs12748152"	0.206989247311828	0.599462365591398	0.729875251365777	47
"Triglycerides"	"CASP-8_CVDI"	"rs1321257"	0.0149253731343284	0.308457711442786	0.961407742542763	47
"Triglycerides"	"CASP-8_CVDI"	"rs13389219"	0.398523985239852	0.468634686346863	0.395106237134424	47
"Triglycerides"	"CASP-8_CVDI"	"rs16948098"	0.66625	0.3775	0.077580462385743	47
"Triglycerides"	"CASP-8_CVDI"	"rs174535"	-0.142553191489362	0.278723404255319	0.609035724019149	47
"Triglycerides"	"CASP-8_CVDI"	"rs17513135"	0.190909090909091	0.681818181818182	0.779477504888406	47
"Triglycerides"	"CASP-8_CVDI"	"rs1800775"	0.161616161616162	0.308080808080808	0.599868125897174	47
"Triglycerides"	"CASP-8_CVDI"	"rs1832007"	0.345565749235474	0.519877675840979	0.506238630706307	47
"Triglycerides"	"CASP-8_CVDI"	"rs2068888"	-0.29045643153527	0.506224066390042	0.566123119370813	47
"Triglycerides"	"CASP-8_CVDI"	"rs2247056"	0.0714285714285714	0.373015873015873	0.848142214459558	47
"Triglycerides"	"CASP-8_CVDI"	"rs2250802"	-0.608695652173913	0.6	0.310347685408602	47
"Triglycerides"	"CASP-8_CVDI"	"rs2665357"	0.0943396226415094	0.584905660377358	0.871864744932721	47
"Triglycerides"	"CASP-8_CVDI"	"rs287621"	0.594594594594595	0.617117117117117	0.335294833514906	47
"Triglycerides"	"CASP-8_CVDI"	"rs2954022"	-0.201282051282051	0.165384615384615	0.223583570631957	47
"Triglycerides"	"CASP-8_CVDI"	"rs2972146"	-0.359430604982206	0.455516014234875	0.430075478132426	47
"Triglycerides"	"CASP-8_CVDI"	"rs2976940"	0.331707317073171	0.604878048780488	0.583426134426407	47
"Triglycerides"	"CASP-8_CVDI"	"rs3198697"	-0.429292929292929	0.646464646464646	0.506650310006063	47
"Triglycerides"	"CASP-8_CVDI"	"rs3761445"	0.172413793103448	0.547413793103448	0.752791546390208	47
"Triglycerides"	"CASP-8_CVDI"	"rs38855"	-0.363636363636364	0.652406417112299	0.577269842906158	47
"Triglycerides"	"CASP-8_CVDI"	"rs439401"	0.0910470409711684	0.192716236722307	0.636612084613753	47
"Triglycerides"	"CASP-8_CVDI"	"rs442177"	0.00970873786407767	0.40453074433657	0.980852608707939	47
"Triglycerides"	"CASP-8_CVDI"	"rs4587594"	0	0.188760806916427	1	47
"Triglycerides"	"CASP-8_CVDI"	"rs4719841"	0.344827586206897	0.538793103448276	0.522172599385723	47
"Triglycerides"	"CASP-8_CVDI"	"rs4738684"	0.126829268292683	0.629268292682927	0.840268234092817	47
"Triglycerides"	"CASP-8_CVDI"	"rs4810479"	-0.156118143459916	0.291139240506329	0.591798300305206	47
"Triglycerides"	"CASP-8_CVDI"	"rs588136"	-0.521212121212121	0.311111111111111	0.0938705466072013	47
"Triglycerides"	"CASP-8_CVDI"	"rs634869"	0.286764705882353	0.455882352941176	0.52932793778425	47
"Triglycerides"	"CASP-8_CVDI"	"rs645040"	0.774744027303754	0.511945392491468	0.130195009714706	47
"Triglycerides"	"CASP-8_CVDI"	"rs6831256"	0.13953488372093	0.476744186046512	0.769764521126951	47
"Triglycerides"	"CASP-8_CVDI"	"rs6882076"	-0.475524475524475	0.447552447552448	0.288008758003942	47
"Triglycerides"	"CASP-8_CVDI"	"rs719726"	0.291457286432161	0.623115577889447	0.639969148235208	47
"Triglycerides"	"CASP-8_CVDI"	"rs7248104"	0.333333333333333	0.558558558558559	0.550658149743449	47
"Triglycerides"	"CASP-8_CVDI"	"rs731839"	0.540178571428571	0.571428571428572	0.344499358635242	47
"Triglycerides"	"CASP-8_CVDI"	"rs749671"	0.123222748815166	0.606635071090047	0.83903733185664	47
"Triglycerides"	"CASP-8_CVDI"	"rs8077889"	-0.511904761904762	0.595238095238095	0.389789042503617	47
"Triglycerides"	"CASP-8_CVDI"	"rs9686661"	0.580474934036939	0.422163588390501	0.169131444702671	47
"Triglycerides"	"CASP-8_CVDI"	"rs998584"	0.351535836177474	0.426621160409556	0.409939557961196	47
"Triglycerides"	"CASP-8_CVDI"	"All - Inverse variance weighted"	0.0127721826313673	0.0411876382682359	0.756486832289538	47
"Triglycerides"	"CCL20_CVDI"	"rs10401969"	-0.0900826446280992	0.171900826446281	0.600251788931294	47
"Triglycerides"	"CCL20_CVDI"	"rs10440120"	0.173202614379085	0.477124183006536	0.716594651331596	47
"Triglycerides"	"CCL20_CVDI"	"rs10501321"	0.300925925925926	0.532407407407407	0.571925908937658	47
"Triglycerides"	"CCL20_CVDI"	"rs10761762"	0.844444444444444	0.403703703703704	0.0364615010527638	47
"Triglycerides"	"CCL20_CVDI"	"rs10790162"	0.052060737527115	0.0845986984815618	0.538300749018723	47
"Triglycerides"	"CCL20_CVDI"	"rs11057408"	-0.341085271317829	0.445736434108527	0.444142105335189	47
"Triglycerides"	"CCL20_CVDI"	"rs11613352"	-0.0178571428571429	0.460714285714286	0.969081983449038	47
"Triglycerides"	"CCL20_CVDI"	"rs11974409"	0.155728587319244	0.156840934371524	0.320754887572564	47
"Triglycerides"	"CCL20_CVDI"	"rs1260326"	0.148954703832753	0.0966898954703833	0.123428648755768	47
"Triglycerides"	"CCL20_CVDI"	"rs12678919"	-0.22502937720329	0.112220916568743	0.0449378656698042	47
"Triglycerides"	"CCL20_CVDI"	"rs12748152"	0.311827956989247	0.53494623655914	0.559950809878747	47
"Triglycerides"	"CCL20_CVDI"	"rs1321257"	-0.380597014925373	0.27363184079602	0.164252995736297	47
"Triglycerides"	"CCL20_CVDI"	"rs13389219"	0.461254612546125	0.416974169741697	0.268642260584687	47
"Triglycerides"	"CCL20_CVDI"	"rs16948098"	0.20125	0.3325	0.545004156790744	47
"Triglycerides"	"CCL20_CVDI"	"rs174535"	0.312765957446809	0.248936170212766	0.208967264956349	47
"Triglycerides"	"CCL20_CVDI"	"rs17513135"	-1.49545454545455	0.604545454545454	0.0133727842913177	47
"Triglycerides"	"CCL20_CVDI"	"rs1800775"	-0.272727272727273	0.275252525252525	0.321770703576164	47
"Triglycerides"	"CCL20_CVDI"	"rs1832007"	0.103975535168196	0.467889908256881	0.824140895741885	47
"Triglycerides"	"CCL20_CVDI"	"rs2068888"	-0.904564315352697	0.448132780082988	0.0435372875009704	47
"Triglycerides"	"CCL20_CVDI"	"rs2247056"	0.582010582010582	0.335978835978836	0.0832231045922428	47
"Triglycerides"	"CCL20_CVDI"	"rs2250802"	-1.1	0.526086956521739	0.0365362140230813	47
"Triglycerides"	"CCL20_CVDI"	"rs2665357"	-0.806603773584906	0.523584905660377	0.123428648755768	47
"Triglycerides"	"CCL20_CVDI"	"rs287621"	1.64414414414414	0.545045045045045	0.00255686821691854	47
"Triglycerides"	"CCL20_CVDI"	"rs2954022"	0.0666666666666667	0.146153846153846	0.648289055584097	47
"Triglycerides"	"CCL20_CVDI"	"rs2972146"	0.00711743772241993	0.405693950177936	0.986002743281724	47
"Triglycerides"	"CCL20_CVDI"	"rs2976940"	-0.24390243902439	0.541463414634146	0.652385674438142	47
"Triglycerides"	"CCL20_CVDI"	"rs3198697"	0.222222222222222	0.570707070707071	0.696994671933516	47
"Triglycerides"	"CCL20_CVDI"	"rs3761445"	-0.271551724137931	0.487068965517241	0.57717074755783	47
"Triglycerides"	"CCL20_CVDI"	"rs38855"	0.951871657754011	0.582887700534759	0.102463208237105	47
"Triglycerides"	"CCL20_CVDI"	"rs439401"	0.194233687405159	0.17298937784522	0.261519464324923	47
"Triglycerides"	"CCL20_CVDI"	"rs442177"	-0.216828478964401	0.359223300970874	0.546107216404399	47
"Triglycerides"	"CCL20_CVDI"	"rs4587594"	0.0144092219020173	0.170028818443804	0.932463513418651	47
"Triglycerides"	"CCL20_CVDI"	"rs4719841"	0.0948275862068966	0.478448275862069	0.842889997154009	47
"Triglycerides"	"CCL20_CVDI"	"rs4738684"	-0.121951219512195	0.55609756097561	0.826417728440629	47
"Triglycerides"	"CCL20_CVDI"	"rs4810479"	0.00843881856540084	0.259493670886076	0.974057107432804	47
"Triglycerides"	"CCL20_CVDI"	"rs588136"	-0.157575757575758	0.274747474747475	0.566286290659641	47
"Triglycerides"	"CCL20_CVDI"	"rs634869"	0.474264705882353	0.408088235294118	0.245169601113509	47
"Triglycerides"	"CCL20_CVDI"	"rs645040"	0.546075085324232	0.457337883959044	0.232466291501977	47
"Triglycerides"	"CCL20_CVDI"	"rs6831256"	0.375968992248062	0.472868217054264	0.426565823540547	47
"Triglycerides"	"CCL20_CVDI"	"rs6882076"	-0.213286713286713	0.398601398601399	0.592589201524519	47
"Triglycerides"	"CCL20_CVDI"	"rs719726"	0.155778894472362	0.557788944723618	0.780030506643739	47
"Triglycerides"	"CCL20_CVDI"	"rs7248104"	0.387387387387387	0.5	0.438472757402879	47
"Triglycerides"	"CCL20_CVDI"	"rs731839"	0.410714285714286	0.508928571428571	0.419656375617377	47
"Triglycerides"	"CCL20_CVDI"	"rs749671"	-0.601895734597156	0.540284360189573	0.265264134179466	47
"Triglycerides"	"CCL20_CVDI"	"rs8077889"	-0.353174603174603	0.523809523809524	0.500157201897929	47
"Triglycerides"	"CCL20_CVDI"	"rs9686661"	0.638522427440633	0.37467018469657	0.0883389946062058	47
"Triglycerides"	"CCL20_CVDI"	"rs998584"	0.890784982935154	0.378839590443686	0.0187053618476017	47
"Triglycerides"	"CCL20_CVDI"	"All - Inverse variance weighted"	0.0484446421137101	0.0444105700061984	0.275345116276198	47
"Triglycerides"	"CCL3_CVDI"	"rs10401969"	-0.268595041322314	0.157851239669421	0.0888358775980417	47
"Triglycerides"	"CCL3_CVDI"	"rs10440120"	-0.323529411764706	0.450980392156863	0.473132683581412	47
"Triglycerides"	"CCL3_CVDI"	"rs10501321"	0.847222222222222	0.5	0.0901808600977078	47
"Triglycerides"	"CCL3_CVDI"	"rs10761762"	-0.503703703703704	0.377777777777778	0.182422439451736	47
"Triglycerides"	"CCL3_CVDI"	"rs10790162"	0.0412147505422993	0.079826464208243	0.605641860054587	47
"Triglycerides"	"CCL3_CVDI"	"rs11057408"	0.0155038759689922	0.418604651162791	0.970455474702892	47
"Triglycerides"	"CCL3_CVDI"	"rs11613352"	0.721428571428571	0.428571428571429	0.0923105810118989	47
"Triglycerides"	"CCL3_CVDI"	"rs11974409"	0.402669632925473	0.146829810901001	0.00609875162175054	47
"Triglycerides"	"CCL3_CVDI"	"rs1260326"	0.029616724738676	0.0905923344947735	0.743726066434849	47
"Triglycerides"	"CCL3_CVDI"	"rs12678919"	0.232667450058754	0.105170387779083	0.0269465988998737	47
"Triglycerides"	"CCL3_CVDI"	"rs12748152"	0.669354838709677	0.497311827956989	0.178319949697394	47
