"exposure"	"outcome"	"SNP"	"b"	"se"	"p"	"nsnp"
"Fasting insulin"	"ESM-1_CVDI"	"rs9987289"	-0.0289666666666667	0.613566666666667	0.962345618121933	4
"Fasting insulin"	"ESM-1_CVDI"	"All - Inverse variance weighted"	0.480562590773144	0.382417755859065	0.208882941675749	4
"Fasting insulin"	"FABP4_CVDI"	"rs2114912"	0.449692307692308	0.349423076923077	0.198109442876742	4
"Fasting insulin"	"FABP4_CVDI"	"rs6963105"	0.7584	0.37525	0.0432743170784311	4
"Fasting insulin"	"FABP4_CVDI"	"rs780094"	-0.0540526315789474	0.395	0.891155601487891	4
"Fasting insulin"	"FABP4_CVDI"	"rs9987289"	0.115866666666667	0.381833333333333	0.761548260045042	4
"Fasting insulin"	"FABP4_CVDI"	"All - Inverse variance weighted"	0.333237332659668	0.187120368179247	0.0749334438109672	4
"Fasting insulin"	"FAS_CVDI"	"rs2114912"	-0.206615384615385	0.352461538461538	0.557736487733999	4
"Fasting insulin"	"FAS_CVDI"	"rs6963105"	-0.21725	0.3792	0.566701119222339	4
"Fasting insulin"	"FAS_CVDI"	"rs780094"	0.927210526315789	0.399157894736842	0.0201836296015836	4
"Fasting insulin"	"FAS_CVDI"	"rs9987289"	1.03226666666667	0.384466666666667	0.00725446711667676	4
"Fasting insulin"	"FAS_CVDI"	"All - Inverse variance weighted"	0.343333175495871	0.344246035137808	0.318595508438128	4
"Fasting insulin"	"FGF-23_CVDI"	"rs2114912"	0.1975	0.395	0.617075077451974	4
"Fasting insulin"	"FGF-23_CVDI"	"rs6963105"	0.1264	0.4108	0.75831647352629	4
"Fasting insulin"	"FGF-23_CVDI"	"rs780094"	-0.0291052631578947	0.432421052631579	0.946336753202232	4
"Fasting insulin"	"FGF-23_CVDI"	"rs9987289"	0.247533333333333	0.4582	0.589038505260458	4
"Fasting insulin"	"FGF-23_CVDI"	"All - Inverse variance weighted"	0.135356359341925	0.211072131589958	0.521340710819913	4
"Fasting insulin"	"FS_CVDI"	"rs2114912"	-0.0182307692307692	0.401076923076923	0.963745004895627	4
"Fasting insulin"	"FS_CVDI"	"rs6963105"	0.3318	0.4187	0.428096685369846	4
"Fasting insulin"	"FS_CVDI"	"rs780094"	-5.214	0.440736842105263	2.72528502325687e-32	4
"Fasting insulin"	"FS_CVDI"	"rs9987289"	-0.8769	0.474	0.0643135495912274	4
"Fasting insulin"	"FS_CVDI"	"All - Inverse variance weighted"	-1.34600695236954	1.27542501541799	0.291269883146872	4
"Fasting insulin"	"GAL_CVDI"	"rs2114912"	-0.373730769230769	0.534769230769231	0.484637254652884	4
"Fasting insulin"	"GAL_CVDI"	"rs6963105"	-0.61225	0.5846	0.294962482228073	4
"Fasting insulin"	"GAL_CVDI"	"rs780094"	1.08521052631579	0.598736842105263	0.0699089739364694	4
"Fasting insulin"	"GAL_CVDI"	"rs9987289"	0.716266666666667	0.626733333333333	0.253097908947116	4
"Fasting insulin"	"GAL_CVDI"	"All - Inverse variance weighted"	0.149035882583348	0.409505093672464	0.715901722288245	4
"Fasting insulin"	"Gal-3_CVDI"	"rs2114912"	-0.425384615384615	0.352461538461538	0.227471985840123	4
"Fasting insulin"	"Gal-3_CVDI"	"rs6963105"	0.01185	0.3792	0.975070165131246	4
"Fasting insulin"	"Gal-3_CVDI"	"rs780094"	-1.85857894736842	0.395	2.53538693666027e-06	4
"Fasting insulin"	"Gal-3_CVDI"	"rs9987289"	-1.60633333333333	0.384466666666667	2.93977426989222e-05	4
"Fasting insulin"	"Gal-3_CVDI"	"All - Inverse variance weighted"	-0.926983397259419	0.446320308381233	0.0378064983814477	4
"Fasting insulin"	"GDF-15_CVDI"	"rs2114912"	-0.0516538461538462	0.346384615384615	0.881456729705197	4
"Fasting insulin"	"GDF-15_CVDI"	"rs6963105"	0.01975	0.3713	0.957579336522843	4
"Fasting insulin"	"GDF-15_CVDI"	"rs780094"	0.395	0.390842105263158	0.312189578704989	4
"Fasting insulin"	"GDF-15_CVDI"	"rs9987289"	0.1659	0.381833333333333	0.663937912337146	4
"Fasting insulin"	"GDF-15_CVDI"	"All - Inverse variance weighted"	0.11852493575154	0.185716820540976	0.523341881981167	4
"Fasting insulin"	"HB-EGF_CVDI"	"rs2114912"	0.446653846153846	0.395	0.258152233725705	4
"Fasting insulin"	"HB-EGF_CVDI"	"rs6963105"	-0.7979	0.4108	0.0520998623541409	4
"Fasting insulin"	"HB-EGF_CVDI"	"rs780094"	-0.939684210526316	0.432421052631579	0.0297745282446115	4
"Fasting insulin"	"HB-EGF_CVDI"	"rs9987289"	-0.416066666666667	0.460833333333333	0.36660171885342	4
"Fasting insulin"	"HB-EGF_CVDI"	"All - Inverse variance weighted"	-0.395234262753263	0.324895578041741	0.223795926480171	4
"Fasting insulin"	"HGF_CVDI"	"rs2114912"	0.0425384615384615	0.419307692307692	0.919193822126393	4
"Fasting insulin"	"HGF_CVDI"	"rs6963105"	0.12245	0.43845	0.780030506643739	4
"Fasting insulin"	"HGF_CVDI"	"rs780094"	0.353421052631579	0.457368421052632	0.439683802605572	4
"Fasting insulin"	"HGF_CVDI"	"rs9987289"	1.0033	0.487166666666667	0.0394502448135314	4
"Fasting insulin"	"HGF_CVDI"	"All - Inverse variance weighted"	0.341783110585918	0.224260915401775	0.127498156774045	4
"Fasting insulin"	"hK11_CVDI"	"rs2114912"	0.273461538461538	0.522615384615385	0.600796245392445	4
"Fasting insulin"	"hK11_CVDI"	"rs6963105"	-0.26465	0.57275	0.64403186474734	4
"Fasting insulin"	"hK11_CVDI"	"rs780094"	0.931368421052632	0.586263157894737	0.112138872404225	4
"Fasting insulin"	"hK11_CVDI"	"rs9987289"	0.287033333333333	0.613566666666667	0.63991964000525	4
"Fasting insulin"	"hK11_CVDI"	"All - Inverse variance weighted"	0.298702463582959	0.285417841812607	0.295309725191328	4
"Fasting insulin"	"HSP_27_CVDI"	"rs2114912"	0.322076923076923	0.404115384615385	0.425455398045224	4
"Fasting insulin"	"HSP_27_CVDI"	"rs6963105"	-0.64385	0.42265	0.12766754191961	4
"Fasting insulin"	"HSP_27_CVDI"	"rs780094"	-0.212052631578947	0.440736842105263	0.630422632566243	4
"Fasting insulin"	"HSP_27_CVDI"	"rs9987289"	-1.00066666666667	0.471366666666667	0.0337618110519225	4
"Fasting insulin"	"HSP_27_CVDI"	"All - Inverse variance weighted"	-0.338205138137782	0.286155024879324	0.237247442437346	4
"Fasting insulin"	"IL-18_CVDI"	"rs2114912"	0.203576923076923	0.395	0.606284280931328	4
"Fasting insulin"	"IL-18_CVDI"	"rs6963105"	0.2054	0.4108	0.617075077451974	4
"Fasting insulin"	"IL-18_CVDI"	"rs780094"	0.374210526315789	0.432421052631579	0.386827722209834	4
"Fasting insulin"	"IL-18_CVDI"	"rs9987289"	1.04543333333333	0.460833333333333	0.0232944007332743	4
"Fasting insulin"	"IL-18_CVDI"	"All - Inverse variance weighted"	0.421849610792915	0.211327807847537	0.0459136810869149	4
"Fasting insulin"	"IL-1ra_CVDI"	"rs2114912"	-0.106346153846154	0.395	0.787752103714477	4
"Fasting insulin"	"IL-1ra_CVDI"	"rs6963105"	0.8611	0.4108	0.0360685456805003	4
"Fasting insulin"	"IL-1ra_CVDI"	"rs780094"	-0.0291052631578947	0.432421052631579	0.946336753202232	4
"Fasting insulin"	"IL-1ra_CVDI"	"rs9987289"	-0.4187	0.460833333333333	0.363576393851767	4
"Fasting insulin"	"IL-1ra_CVDI"	"All - Inverse variance weighted"	0.102438955705517	0.274493212812556	0.709004778177776	4
"Fasting insulin"	"IL-27_CVDI"	"rs2114912"	-0.139769230769231	0.391961538461539	0.721399403276577	4
"Fasting insulin"	"IL-27_CVDI"	"rs6963105"	0.6557	0.4108	0.110454449214406	4
"Fasting insulin"	"IL-27_CVDI"	"rs780094"	0.245315789473684	0.432421052631579	0.570505151740546	4
"Fasting insulin"	"IL-27_CVDI"	"rs9987289"	0.318633333333333	0.4582	0.486803220286887	4
"Fasting insulin"	"IL-27_CVDI"	"All - Inverse variance weighted"	0.257491853064554	0.210604671826374	0.221469004656601	4
"Fasting insulin"	"IL-6_CVDI"	"rs2114912"	0.121538461538462	0.449692307692308	0.786952335429884	4
"Fasting insulin"	"IL-6_CVDI"	"rs6963105"	0.44635	0.474	0.346363326083286	4
"Fasting insulin"	"IL-6_CVDI"	"rs780094"	0.511421052631579	0.494789473684211	0.301316911208869	4
"Fasting insulin"	"IL-6_CVDI"	"rs9987289"	-0.107966666666667	0.524033333333333	0.836767359617921	4
"Fasting insulin"	"IL-6_CVDI"	"All - Inverse variance weighted"	0.250172962642847	0.241669364616327	0.300581631036554	4
"Fasting insulin"	"IL-6RA_CVDI"	"rs2114912"	-0.252192307692308	0.352461538461538	0.4742894910145	4
"Fasting insulin"	"IL-6RA_CVDI"	"rs6963105"	0.1817	0.3792	0.631820065704664	4
"Fasting insulin"	"IL-6RA_CVDI"	"rs780094"	-1.37626315789474	0.399157894736842	0.000564928307047571	4
"Fasting insulin"	"IL-6RA_CVDI"	"rs9987289"	-0.3002	0.3871	0.438038238208914	4
"Fasting insulin"	"IL-6RA_CVDI"	"All - Inverse variance weighted"	-0.40809166141423	0.319780383060621	0.20189816095957	4
"Fasting insulin"	"IL-8_CVDI"	"rs2114912"	0.100269230769231	0.419307692307692	0.811004442719249	4
"Fasting insulin"	"IL-8_CVDI"	"rs6963105"	0.73865	0.43845	0.0920494229075785	4
"Fasting insulin"	"IL-8_CVDI"	"rs780094"	0.0997894736842105	0.457368421052632	0.827287450832149	4
"Fasting insulin"	"IL-8_CVDI"	"rs9987289"	-0.0526666666666667	0.487166666666667	0.913909936512377	4
"Fasting insulin"	"IL-8_CVDI"	"All - Inverse variance weighted"	0.234756869250136	0.224260915401775	0.295190713421988	4
"Fasting insulin"	"IL16_CVDI"	"rs2114912"	-0.638076923076923	0.395	0.106227429780004	4
"Fasting insulin"	"IL16_CVDI"	"rs6963105"	-0.0869	0.4108	0.83246712321548	4
"Fasting insulin"	"IL16_CVDI"	"rs780094"	0.128894736842105	0.432421052631579	0.765644454149627	4
"Fasting insulin"	"IL16_CVDI"	"rs9987289"	0.5214	0.460833333333333	0.257874751570633	4
"Fasting insulin"	"IL16_CVDI"	"All - Inverse variance weighted"	-0.0652038327162945	0.241814095110241	0.787433787498265	4
"Fasting insulin"	"ITGB1BP2_CVDI"	"rs2114912"	2.4885	0.841653846153846	0.00310971975372895	4
"Fasting insulin"	"ITGB1BP2_CVDI"	"rs6963105"	-1.2008	0.8374	0.151583031813747	4
"Fasting insulin"	"ITGB1BP2_CVDI"	"rs780094"	-0.490631578947368	0.910578947368421	0.590016040681882	4
"Fasting insulin"	"ITGB1BP2_CVDI"	"rs9987289"	-0.5846	0.9717	0.547423107173565	4
"Fasting insulin"	"ITGB1BP2_CVDI"	"All - Inverse variance weighted"	0.115556218972265	0.862279446371839	0.893392694920323	4
"Fasting insulin"	"KIM-1_CVDI"	"rs2114912"	0.2765	0.388923076923077	0.477122966672991	4
"Fasting insulin"	"KIM-1_CVDI"	"rs6963105"	0.3239	0.40685	0.425964321792677	4
"Fasting insulin"	"KIM-1_CVDI"	"rs780094"	-0.490631578947368	0.428263157894737	0.251947836678824	4
"Fasting insulin"	"KIM-1_CVDI"	"rs9987289"	-0.376566666666667	0.455566666666667	0.408469716648195	4
"Fasting insulin"	"KIM-1_CVDI"	"All - Inverse variance weighted"	-0.0307437142445658	0.212771399993061	0.885112162066537	4
"Fasting insulin"	"KLK6_CVDI"	"rs2114912"	-0.556038461538462	0.352461538461538	0.114660703170552	4
"Fasting insulin"	"KLK6_CVDI"	"rs6963105"	-0.24095	0.3792	0.525156700908869	4
"Fasting insulin"	"KLK6_CVDI"	"rs780094"	0.328473684210526	0.399157894736842	0.410555384175997	4
"Fasting insulin"	"KLK6_CVDI"	"rs9987289"	0.2528	0.3871	0.51371680889053	4
"Fasting insulin"	"KLK6_CVDI"	"All - Inverse variance weighted"	-0.0859588767824276	0.212577702796255	0.685944700366762	4
"Fasting insulin"	"LEP_CVDI"	"rs2114912"	0.619846153846154	0.382846153846154	0.105437017780125	4
"Fasting insulin"	"LEP_CVDI"	"rs6963105"	0.16985	0.39895	0.670295435641578	4
"Fasting insulin"	"LEP_CVDI"	"rs780094"	1.66315789473684	0.419947368421053	7.48255632714808e-05	4
"Fasting insulin"	"LEP_CVDI"	"rs9987289"	0.0711	0.447666666666667	0.873807910318281	4
"Fasting insulin"	"LEP_CVDI"	"All - Inverse variance weighted"	0.634592911608632	0.35414146971043	0.073145904265102	4
"Fasting insulin"	"LOX-1_CVDI"	"rs2114912"	-0.309923076923077	0.395	0.432679107105506	4
"Fasting insulin"	"LOX-1_CVDI"	"rs6963105"	0.02765	0.41475	0.94684707139927	4
"Fasting insulin"	"LOX-1_CVDI"	"rs780094"	-0.794157894736842	0.432421052631579	0.0662780591750254	4
"Fasting insulin"	"LOX-1_CVDI"	"rs9987289"	0.0763666666666667	0.460833333333333	0.868381803127992	4
"Fasting insulin"	"LOX-1_CVDI"	"All - Inverse variance weighted"	-0.256432033226653	0.211859897222873	0.226131210317639	4
"Fasting insulin"	"mAmP_CVDI"	"rs2114912"	-0.458807692307692	0.723153846153846	0.525784720524515	4
"Fasting insulin"	"mAmP_CVDI"	"rs6963105"	0.86505	0.84135	0.30387033128374	4
"Fasting insulin"	"mAmP_CVDI"	"rs780094"	-2.17457894736842	0.806631578947368	0.00702037345673665	4
"Fasting insulin"	"mAmP_CVDI"	"rs9987289"	-0.302833333333333	0.818966666666667	0.711550204019902	4
"Fasting insulin"	"mAmP_CVDI"	"All - Inverse variance weighted"	-0.542903175752506	0.605687252258721	0.370069911230164	4
"Fasting insulin"	"MB_CVDI"	"rs2114912"	-0.516538461538462	0.349423076923077	0.139337967047261	4
"Fasting insulin"	"MB_CVDI"	"rs6963105"	0.40685	0.37525	0.278271465517754	4
"Fasting insulin"	"MB_CVDI"	"rs780094"	1.19747368421053	0.395	0.00243278293040005	4
"Fasting insulin"	"MB_CVDI"	"rs9987289"	0.911133333333333	0.381833333333333	0.0170231710119795	4
"Fasting insulin"	"MB_CVDI"	"All - Inverse variance weighted"	0.440579845021617	0.385023024474478	0.252501398842839	4
"Fasting insulin"	"MCP-1_CVDI"	"rs2114912"	-0.549961538461539	0.352461538461538	0.11867841531498	4
"Fasting insulin"	"MCP-1_CVDI"	"rs6963105"	0.20935	0.3792	0.580891260227001	4
"Fasting insulin"	"MCP-1_CVDI"	"rs780094"	0.486473684210526	0.399157894736842	0.222939094167741	4
"Fasting insulin"	"MCP-1_CVDI"	"rs9987289"	-0.518766666666667	0.3871	0.180201116292801	4
"Fasting insulin"	"MCP-1_CVDI"	"All - Inverse variance weighted"	-0.120904471172518	0.25869164778034	0.640235857805154	4
"Fasting insulin"	"MMP-1_CVDI"	"rs2114912"	-0.00911538461538462	0.422346153846154	0.982780806745799	4
"Fasting insulin"	"MMP-1_CVDI"	"rs6963105"	-0.86505	0.4424	0.0505409308817936	4
