"protein"	"exposure"	"outcome"	"SNP"	"b"	"se"	"p"	"Nsnp"	"mark"
"CCL4_CVDI"	"CCL4"	"Waist-hip ratio"	"rs113010081"	0.0125948930296756	0.00552104899930987	0.0225336575784201	4	"pan"
"CCL4_CVDI"	"CCL4"	"Waist-hip ratio"	"rs5743604"	-0.0388349514563107	0.0254854368932039	0.127556299780007	4	"pan"
"CCL4_CVDI"	"CCL4"	"Waist-hip ratio"	"rs62257806"	0.0293929712460064	0.0268370607028754	0.273412340113948	4	"pan"
"CCL4_CVDI"	"CCL4"	"Waist-hip ratio"	"rs8064426"	0.00364713927513107	0.0056986551173923	0.522172599385723	4	"pan"
"CCL4_CVDI"	"CCL4"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.00761365329496646	0.0051428730550488	0.13875906098267	4	"pan"
"CD40_CVDI"	"CD40"	"Waist-hip ratio"	"rs4801216"	0.0311804008908686	0.0200445434298441	0.119813814205544	2	"pan"
"CD40_CVDI"	"CD40"	"Waist-hip ratio"	"rs4810485"	-0.00338983050847458	0.00398803589232303	0.395325086245385	2	"pan"
"CD40_CVDI"	"CD40"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00207348999723712	0.00661615021990006	0.753978102515334	2	"pan"
"CHI3L1_CVDI"	"CHI3L1"	"Waist-hip ratio"	"rs1260326"	0.0876944837340877	0.0254596888260255	0.000572234219738928	4	"pan"
"CHI3L1_CVDI"	"CHI3L1"	"Waist-hip ratio"	"rs28601761"	0.135906040268456	0.0167785234899329	5.49591878479646e-16	4	"pan"
"CHI3L1_CVDI"	"CHI3L1"	"Waist-hip ratio"	"rs339969"	0.08	0.024	0.000858120666393674	4	"pan"
"CHI3L1_CVDI"	"CHI3L1"	"Waist-hip ratio"	"rs4950931"	-0.00252001185887934	0.00355766380077083	0.4787382817329	4	"pan"
"CHI3L1_CVDI"	"CHI3L1"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.00649866912247608	0.0182172798019953	0.721293167770684	4	"pan"
"CSF-1_CVDI"	"CSF-1"	"Waist-hip ratio"	"rs11579145"	0.056442417331813	0.0102622576966933	3.79791249317754e-08	1	"pan"
"CSF-1_CVDI"	"CSF-1"	"Waist-hip ratio"	"All - Wald ratio"	0.056442417331813	0.0102622576966933	3.79791249317754e-08	1	"pan"
"CSTB_CVDI"	"CSTB"	"Waist-hip ratio"	"rs35285321"	-0.00302228938420854	0.00396675481677371	0.446116847721283	1	"pan"
"CSTB_CVDI"	"CSTB"	"Waist-hip ratio"	"All - Wald ratio"	-0.00302228938420854	0.00396675481677371	0.446116847721283	1	"pan"
"CTSD_CVDI"	"CTSD"	"Waist-hip ratio"	"rs10860794"	0.0183544303797468	0.0126582278481013	0.147058519219297	5	"pan"
"CTSD_CVDI"	"CTSD"	"Waist-hip ratio"	"rs1260326"	0.0981012658227848	0.0284810126582278	0.000572234219738928	5	"pan"
"CTSD_CVDI"	"CTSD"	"Waist-hip ratio"	"rs55861089"	-0.0018757327080891	0.00750293083235639	0.802587348634153	5	"pan"
"CTSD_CVDI"	"CTSD"	"Waist-hip ratio"	"rs73001065"	0.184343434343434	0.0311447811447811	3.24064665948798e-09	5	"pan"
"CTSD_CVDI"	"CTSD"	"Waist-hip ratio"	"rs838133"	0.16984126984127	0.0301587301587302	1.78567201485807e-08	5	"pan"
"CTSD_CVDI"	"CTSD"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0211540235306066	0.0250201481755283	0.397843147813229	5	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs1031153"	-0.000942507068803016	0.0216776625824694	0.965320293449223	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs1133330"	0.0137195121951219	0.0289634146341463	0.635725114509718	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs150370599"	0.0402298850574713	0.0236270753512133	0.0886237188408589	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs2274611"	-0.000848176420695505	0.0152671755725191	0.955695871316436	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs3129757"	-0.142056074766355	0.0242990654205607	5.03068811238534e-09	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs35049778"	0.00562587904360056	0.0309423347398031	0.855725415320072	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs6575449"	-0.00342801175318315	0.0117531831537708	0.770541497710554	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs76904798"	0.0648401826484018	0.0255707762557078	0.0112218248867092	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs8176396"	0.0461694571283612	0.0329781836631152	0.161513318467542	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs887945"	-0.0479616306954436	0.0143884892086331	0.000858120666393674	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"rs9497486"	0.00357653791130186	0.0264663805436338	0.892505031135259	11	"pan"
"CTSL1_CVDI"	"CTSL1"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00931790832376265	0.0139307775798649	0.503577075003905	11	"pan"
"CX3CL1_CVDI"	"CX3CL1"	"Waist-hip ratio"	"rs2519093"	-0.0172018348623853	0.0298165137614679	0.563991420617969	5	"pan"
"CX3CL1_CVDI"	"CX3CL1"	"Waist-hip ratio"	"rs3732378"	-0.00544662309368192	0.0261437908496732	0.834968706358955	5	"pan"
"CX3CL1_CVDI"	"CX3CL1"	"Waist-hip ratio"	"rs3775298"	-0.00267737617135207	0.0267737617135207	0.920344325445942	5	"pan"
"CX3CL1_CVDI"	"CX3CL1"	"Waist-hip ratio"	"rs5021845"	-0.179864253393665	0.0226244343891403	1.86511515433625e-15	5	"pan"
"CX3CL1_CVDI"	"CX3CL1"	"Waist-hip ratio"	"rs683544"	0.00844091360476663	0.0099304865938431	0.395325086245385	5	"pan"
"CX3CL1_CVDI"	"CX3CL1"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.0184640829160375	0.0302459441932667	0.541553983760594	5	"pan"
"CXCL1_CVDI"	"CXCL1"	"Waist-hip ratio"	"rs3117604"	-0.00247000705716302	0.00705716302046577	0.726338697648762	2	"pan"
"CXCL1_CVDI"	"CXCL1"	"Waist-hip ratio"	"rs7896518"	-0.0846681922196796	0.0194508009153318	1.343232006231e-05	2	"pan"
"CXCL1_CVDI"	"CXCL1"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.0120318049048142	0.0263540215505801	0.647997897250237	2	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs10774624"	-0.120956399437412	0.0281293952180028	1.70798109419836e-05	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs113120414"	-0.0701298701298701	0.0380952380952381	0.0656348819693961	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs1250559"	-0.0513176144244105	0.0263522884882108	0.0514905811821035	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs1602580"	0.00791295746785361	0.0247279920870425	0.74896833055336	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs2009581"	-0.00854700854700855	0.0155400155400155	0.582319373576693	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs34876308"	-0.00316580925999209	0.0257222002374357	0.902046185045065	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs35186877"	-0.00180940892641737	0.014475271411339	0.900523550339774	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs6031303"	-0.011166253101737	0.0272952853598015	0.682472947499482	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"rs748113"	-0.00492610837438424	0.0246305418719212	0.841480581121794	9	"pan"
"CXCL16_CVDI"	"CXCL16"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.018112750694304	0.0117189012871327	0.12220085344117	9	"pan"
"CXCL6_CVDI"	"CXCL6"	"Waist-hip ratio"	"rs16850073"	-0.00151601288610953	0.00397953382603752	0.703238583398932	1	"pan"
"CXCL6_CVDI"	"CXCL6"	"Waist-hip ratio"	"All - Wald ratio"	-0.00151601288610953	0.00397953382603752	0.703238583398932	1	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Waist-hip ratio"	"rs11594179"	0.134306569343066	0.0306569343065693	1.18161695324957e-05	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Waist-hip ratio"	"rs4541868"	0.0069589422407794	0.0153096729297147	0.649436283726755	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Waist-hip ratio"	"rs7896518"	-0.0601137286758733	0.0138099106417547	1.343232006231e-05	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Waist-hip ratio"	"rs7898709"	0.00264200792602378	0.0123293703214443	0.830324257655795	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Waist-hip ratio"	"rs8045833"	0.0221354166666667	0.02734375	0.41821391318549	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00517183486598721	0.0228317793562088	0.820797679898935	5	"pan"
"ECP_CVDI"	"ECP"	"Waist-hip ratio"	"rs147307766"	0.00898562300319489	0.00898562300319489	0.317310507862914	1	"pan"
"ECP_CVDI"	"ECP"	"Waist-hip ratio"	"All - Wald ratio"	0.00898562300319489	0.00898562300319489	0.317310507862914	1	"pan"
"EGF_CVDI"	"EGF"	"Waist-hip ratio"	"rs2237045"	-0.00677200902934537	0.0158013544018059	0.668235141795249	1	"pan"
"EGF_CVDI"	"EGF"	"Waist-hip ratio"	"All - Wald ratio"	-0.00677200902934537	0.0158013544018059	0.668235141795249	1	"pan"
"EN-RAGE_CVDI"	"EN-RAGE"	"Waist-hip ratio"	"rs3014874"	-0.0198915009041591	0.0132610006027728	0.133614402537716	1	"pan"
"EN-RAGE_CVDI"	"EN-RAGE"	"Waist-hip ratio"	"All - Wald ratio"	-0.0198915009041591	0.0132610006027728	0.133614402537716	1	"pan"
"ESM-1_CVDI"	"ESM-1"	"Waist-hip ratio"	"rs4865884"	0.0060377358490566	0.0166037735849057	0.716129568855565	1	"pan"
"ESM-1_CVDI"	"ESM-1"	"Waist-hip ratio"	"All - Wald ratio"	0.0060377358490566	0.0166037735849057	0.716129568855565	1	"pan"
"FABP4_CVDI"	"FABP4"	"Waist-hip ratio"	"rs2012444"	0.0644859813084112	0.0289719626168224	0.0260271484949187	2	"pan"
"FABP4_CVDI"	"FABP4"	"Waist-hip ratio"	"rs77878271"	0.0119322555812163	0.0265588914549654	0.65323302857419	2	"pan"
"FABP4_CVDI"	"FABP4"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.03592972140123	0.0261778125722912	0.169899833575042	2	"pan"
"FAS_CVDI"	"FAS"	"Waist-hip ratio"	"rs34967069"	-0.0317124735729387	0.0352360817477097	0.368120250693519	2	"pan"
"FAS_CVDI"	"FAS"	"Waist-hip ratio"	"rs982764"	-0.00122349102773246	0.00774877650897227	0.874539745432806	2	"pan"
"FAS_CVDI"	"FAS"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00262993787018452	0.00756794216065371	0.728207979884939	2	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs11748297"	-0.00282087447108604	0.0310296191819464	0.927564826606211	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs2870308"	0	0.0235414534288639	1	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs4744712"	0.00671140939597316	0.0302013422818792	0.824140895741885	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs6489536"	0.0413105413105413	0.0270655270655271	0.126931238256761	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs6561643"	0.00921658986175115	0.0307219662058372	0.764177155622095	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs6741965"	0.0107784431137725	0.0239520958083832	0.65271044057584	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"rs687289"	0.0567010309278351	0.0231958762886598	0.0145075422497356	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0195429383976558	0.0100172513552118	0.0510655846298814	7	"pan"
"FS_CVDI"	"FS"	"Waist-hip ratio"	"rs1260326"	0.0468631897203326	0.0136054421768707	0.000572234219738927	4	"pan"
"FS_CVDI"	"FS"	"Waist-hip ratio"	"rs150844304"	0.0608272506082725	0.0259529602595296	0.0190909630727723	4	"pan"
"FS_CVDI"	"FS"	"Waist-hip ratio"	"rs31226"	-0.0139643134212568	0.0139643134212568	0.317310507862914	4	"pan"
"FS_CVDI"	"FS"	"Waist-hip ratio"	"rs7974833"	-0.00117785630153121	0.0270906949352179	0.965320293449223	4	"pan"
"FS_CVDI"	"FS"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0202022505301214	0.0179281290934529	0.259807362595754	4	"pan"
"GAL_CVDI"	"GAL"	"Waist-hip ratio"	"rs307575"	-0.0923460898502496	0.0183028286189684	4.52444450420261e-07	4	"pan"
"GAL_CVDI"	"GAL"	"Waist-hip ratio"	"rs4672375"	0.00706905927134312	0.0108754758020663	0.515692221611729	4	"pan"
"GAL_CVDI"	"GAL"	"Waist-hip ratio"	"rs77542162"	-0.0561254112637894	0.0131604412618541	2.00165699237295e-05	4	"pan"
"GAL_CVDI"	"GAL"	"Waist-hip ratio"	"rs9405503"	0.0567502986857826	0.0197132616487455	0.00399206745711652	4	"pan"
"GAL_CVDI"	"GAL"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.0199080477638521	0.0273834904778698	0.467220358878754	4	"pan"
"GDF-15_CVDI"	"GDF-15"	"Waist-hip ratio"	"rs1227734"	0.0211439414475468	0.00759013282732448	0.00534099252506721	2	"pan"
"GDF-15_CVDI"	"GDF-15"	"Waist-hip ratio"	"rs2517481"	-0.286201022146508	0.0340715502555366	4.46478639457616e-17	2	"pan"
"GDF-15_CVDI"	"GDF-15"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.00661258301992933	0.0652302035038704	0.91925434944804	2	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"rs3735080"	0.112407211028632	0.0222693531283139	4.47350021621924e-07	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"rs59379014"	-0.0356877323420074	0.0260223048327138	0.170241395909614	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"rs660745"	0.124287343215507	0.0228050171037628	5.03698201089222e-08	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"rs76480089"	0.0136940547762191	0.00601202404809619	0.0227398209763687	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"rs7979473"	-0.0249221183800623	0.0186915887850467	0.182422439451736	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"rs812936"	-0.0195876288659794	0.0247422680412371	0.428555063350619	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0183211725994051	0.0166424296401381	0.270952689084925	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"rs10761741"	-0.0522117476432197	0.0123277737490935	2.28252750712357e-05	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"rs11553699"	-0.0123816460305899	0.0225782957028405	0.583426134426407	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"rs11794772"	0.0233516483516483	0.0315934065934066	0.459827797596796	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"rs1354034"	-0.0280254777070064	0.0229299363057325	0.221623602459393	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"rs182055959"	-0.0562882957731852	0.0211860006231177	0.00788715473727812	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"rs2517622"	-0.256797583081571	0.027190332326284	3.5729462063107e-21	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.0579331207999805	0.0296624222274834	0.0508099678748075	6	"pan"
"HGF_CVDI"	"HGF"	"Waist-hip ratio"	"rs5745687"	0.0244755244755245	0.017982017982018	0.173478578848781	2	"pan"
"HGF_CVDI"	"HGF"	"Waist-hip ratio"	"rs59950280"	0.0365296803652968	0.0159817351598174	0.0222709789592328	2	"pan"
"HGF_CVDI"	"HGF"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0312100736048971	0.0119456501206087	0.00898372984516712	2	"pan"
"HSP_27_CVDI"	"HSP_27"	"Waist-hip ratio"	"rs2868371"	-0.0134149897929425	0.00612423447069116	0.0284897197107357	1	"pan"
"HSP_27_CVDI"	"HSP_27"	"Waist-hip ratio"	"All - Wald ratio"	-0.0134149897929425	0.00612423447069116	0.0284897197107357	1	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"rs17229943"	0.0192202086765513	0.0252608456891818	0.446734978558603	6	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"rs385076"	-0.0211382113821138	0.0102981029810298	0.0401083224493613	6	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"rs4606077"	-0.0090805902383655	0.0261066969353008	0.727970796961297	6	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"rs5002812"	0.0231362467866324	0.025706940874036	0.368120250693519	6	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"rs5744249"	-0.0119102153000458	0.0105359596885021	0.258293064655504	6	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"rs916964"	0.102981029810298	0.0284552845528455	0.000295689229445781	6	"pan"
"IL-18_CVDI"	"IL-18"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00526923104352701	0.0126653272494558	0.677383720810456	6	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Waist-hip ratio"	"rs3935280"	0.119402985074627	0.0315091210613599	0.000150966802500765	3	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Waist-hip ratio"	"rs62143194"	-0.00672344240251009	0.0107575078440161	0.531971058097401	3	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Waist-hip ratio"	"rs6734238"	0.0279411764705882	0.00882352941176471	0.00154196956893995	3	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0187194813410955	0.0193803349662447	0.334093814444813	3	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs10774624"	0.113606340819022	0.0264200792602378	1.70798109419836e-05	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs10843390"	-0.0144230769230769	0.0320512820512821	0.65271044057584	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs111072793"	-0.0194472876151484	0.0255885363357216	0.447254584875199	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs11599750"	0.00613496932515338	0.00948131622978249	0.517593873457392	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs11666603"	-0.0851900393184797	0.0275229357798165	0.0019665496444848	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs11711157"	-0.0433333333333333	0.0222222222222222	0.0511761190432773	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs1257169"	-0.0258264462809917	0.0185950413223141	0.164866539747909	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs12625762"	-0.0534629404617254	0.0340218712029162	0.116083133738655	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs4905"	-0.00356135925211456	0.00296779937676213	0.230139340443417	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs704"	0.0185322461082283	0.0133432171979244	0.164866539747909	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"rs9715769"	-0.0549222797927461	0.027979274611399	0.0496504777510878	11	"pan"
"IL-27_CVDI"	"IL-27"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00353633848150191	0.00548572826789497	0.519158307912748	11	"pan"
"IL-6_CVDI"	"IL-6"	"Waist-hip ratio"	"rs2228145"	-0.0177447052089296	0.0103033772180882	0.0850292707808799	2	"pan"
"IL-6_CVDI"	"IL-6"	"Waist-hip ratio"	"rs4959106"	0.207776427703524	0.0243013365735115	1.23088511817008e-17	2	"pan"
"IL-6_CVDI"	"IL-6"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.0166183341754092	0.0810479678742269	0.837538378203041	2	"pan"
"IL-6RA_CVDI"	"IL-6RA"	"Waist-hip ratio"	"rs12126142"	-0.00471006908101319	0.00209336403600586	0.0244489453100894	1	"pan"
"IL-6RA_CVDI"	"IL-6RA"	"Waist-hip ratio"	"All - Wald ratio"	-0.00471006908101319	0.00209336403600586	0.0244489453100894	1	"pan"
"IL-8_CVDI"	"IL-8"	"Waist-hip ratio"	"rs7655660"	-0.0191897654584222	0.0207889125799574	0.355967119733731	1	"pan"
"IL-8_CVDI"	"IL-8"	"Waist-hip ratio"	"All - Wald ratio"	-0.0191897654584222	0.0207889125799574	0.355967119733731	1	"pan"
"IL16_CVDI"	"IL16"	"Waist-hip ratio"	"rs117089718"	-0.0180722891566265	0.0236329935125116	0.444446702634924	3	"pan"
"IL16_CVDI"	"IL16"	"Waist-hip ratio"	"rs139716699"	-0.131564167368717	0.0676776186464476	0.0518974526247129	3	"pan"
"IL16_CVDI"	"IL16"	"Waist-hip ratio"	"rs4778639"	-0.00250339000730155	0.00333785334306874	0.453254704753736	3	"pan"
"IL16_CVDI"	"IL16"	"Waist-hip ratio"	"All - Inverse variance weighted"	-0.00311422035522727	0.0046896637116887	0.506651600112233	3	"pan"
"ITGB1BP2_CVDI"	"ITGB1BP2"	"Waist-hip ratio"	"rs342287"	0.0496688741721854	0.0139072847682119	0.000355039380746942	1	"pan"
"ITGB1BP2_CVDI"	"ITGB1BP2"	"Waist-hip ratio"	"All - Wald ratio"	0.0496688741721854	0.0139072847682119	0.000355039380746942	1	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs12952262"	0.0802675585284281	0.0301003344481605	0.00766076113517947	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs2411218"	-0.0299003322259136	0.0332225913621262	0.368120250693519	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs261334"	-0.101351351351351	0.0297297297297297	0.000651797551440284	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs28601761"	0.26865671641791	0.033167495854063	5.49591878479646e-16	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs2991996"	0.0185922974767596	0.0239043824701195	0.436700030722758	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs4148005"	0.0807833537331701	0.02203182374541	0.000245732779930304	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs6555820"	0.00498442367601246	0.00373831775700935	0.182422439451736	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"rs77924615"	-0.0159074475777296	0.0180766449746927	0.378859309553424	8	"pan"
"KIM-1_CVDI"	"KIM-1"	"Waist-hip ratio"	"All - Inverse variance weighted"	0.00846293117651347	0.0128847264164707	0.511297402771595	8	"pan"
"KLK6_CVDI"	"KLK6"	"Waist-hip ratio"	"rs12975366"	0.00521739130434783	0.0347826086956522	0.880764615259515	2	"pan"
"KLK6_CVDI"	"KLK6"	"Waist-hip ratio"	"rs268891"	-0.00422386483632524	0.0110876451953537	0.703238583398932	2	"pan"
