"protein"	"exposure"	"outcome"	"SNP"	"b"	"se"	"p"	"Nsnp"	"mark"
"CXCL16_CVDI"	"CXCL16"	"Triglycerides"	"rs1794529"	0.0163216560509554	0.0672770700636943	0.808312530634081	6	"pan"
"CXCL16_CVDI"	"CXCL16"	"Triglycerides"	"rs2009581"	-0.0310800310800311	0.041958041958042	0.458850651929467	6	"pan"
"CXCL16_CVDI"	"CXCL16"	"Triglycerides"	"rs3184504"	-0.133603238866397	0.0472334682860999	0.00467562658909552	6	"pan"
"CXCL16_CVDI"	"CXCL16"	"Triglycerides"	"rs6103572"	0.071156289707751	0.0686149936467598	0.299718596611209	6	"pan"
"CXCL16_CVDI"	"CXCL16"	"Triglycerides"	"All - Inverse variance weighted"	-0.0484513948121334	0.03021027844131	0.108757047995726	6	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Triglycerides"	"rs11594179"	-0.0335766423357664	0.0613138686131387	0.58395350774479	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Triglycerides"	"rs2343592"	0.0122478386167147	0.0410662824207493	0.765515710017058	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Triglycerides"	"rs7896518"	-0.201462225832656	0.0276198212835093	3.00622667901959e-13	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Triglycerides"	"rs7898709"	-0.00572435050638485	0.0325847644209599	0.860548746080912	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Triglycerides"	"rs8045833"	0.0716145833333333	0.08203125	0.38265442600352	5	"pan"
"Dkk-1_CVDI"	"Dkk-1"	"Triglycerides"	"All - Inverse variance weighted"	-0.0799038219706187	0.0507366828258537	0.115285807158056	5	"pan"
"EGF_CVDI"	"EGF"	"Triglycerides"	"rs10029654"	-0.0236641221374046	0.0374045801526718	0.526960228463328	1	"pan"
"EGF_CVDI"	"EGF"	"Triglycerides"	"All - Wald ratio"	-0.0236641221374046	0.0374045801526718	0.526960228463328	1	"pan"
"EN-RAGE_CVDI"	"EN-RAGE"	"Triglycerides"	"rs1560832"	-0.00593276203032301	0.034278180619644	0.862590963908731	1	"pan"
"EN-RAGE_CVDI"	"EN-RAGE"	"Triglycerides"	"All - Wald ratio"	-0.00593276203032301	0.034278180619644	0.862590963908731	1	"pan"
"ESM-1_CVDI"	"ESM-1"	"Triglycerides"	"rs4451015"	0.0166288737717309	0.0423280423280423	0.694424996831734	1	"pan"
"ESM-1_CVDI"	"ESM-1"	"Triglycerides"	"All - Wald ratio"	0.0166288737717309	0.0423280423280423	0.694424996831734	1	"pan"
"FABP4_CVDI"	"FABP4"	"Triglycerides"	"rs35000407"	-0.0880149812734082	0.0646067415730337	0.173097284263863	1	"pan"
"FABP4_CVDI"	"FABP4"	"Triglycerides"	"All - Wald ratio"	-0.0880149812734082	0.0646067415730337	0.173097284263863	1	"pan"
"FAS_CVDI"	"FAS"	"Triglycerides"	"rs982764"	0.016721044045677	0.0207993474714519	0.421442272706332	1	"pan"
"FAS_CVDI"	"FAS"	"Triglycerides"	"All - Wald ratio"	0.016721044045677	0.0207993474714519	0.421442272706332	1	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs1370593"	0.0616113744075829	0.0556872037914692	0.268560789652808	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs209956"	0.0382571732199787	0.0563230605738576	0.496982459594656	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs4074995"	-0.148611111111111	0.0722222222222222	0.0396196792578424	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs4744712"	-0.011744966442953	0.0570469798657718	0.836882810464227	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs6489536"	-0.142450142450142	0.0712250712250712	0.0455002638963584	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs6561643"	-0.0583717357910906	0.0998463901689708	0.558806360727744	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"rs687289"	-0.110824742268041	0.0451030927835052	0.0140046983395002	7	"pan"
"FGF-23_CVDI"	"FGF-23"	"Triglycerides"	"All - Inverse variance weighted"	-0.0460020312204841	0.0325824784521645	0.15798998365682	7	"pan"
"FS_CVDI"	"FS"	"Triglycerides"	"rs1260326"	0.867724867724868	0.0256991685563114	6.50459563292118e-250	3	"pan"
"FS_CVDI"	"FS"	"Triglycerides"	"rs31226"	0.030256012412723	0.0364623739332816	0.406659089801972	3	"pan"
"FS_CVDI"	"FS"	"Triglycerides"	"rs7964492"	-0.412911084043849	0.0669914738124239	7.10931002174711e-10	3	"pan"
"FS_CVDI"	"FS"	"Triglycerides"	"All - Inverse variance weighted"	0.500016477274716	0.334320438049794	0.134752596194183	3	"pan"
"GAL_CVDI"	"GAL"	"Triglycerides"	"rs10174860"	0.0811706239646604	0.0259525124240751	0.00176204139627112	3	"pan"
"GAL_CVDI"	"GAL"	"Triglycerides"	"rs308966"	-0.0338409475465313	0.0456852791878173	0.458850651929467	3	"pan"
"GAL_CVDI"	"GAL"	"Triglycerides"	"rs4959146"	0.0197775030902349	0.0506798516687268	0.69635620053955	3	"pan"
"GAL_CVDI"	"GAL"	"Triglycerides"	"All - Inverse variance weighted"	0.047595709075134	0.0330876770201437	0.150300072499952	3	"pan"
"GDF-15_CVDI"	"GDF-15"	"Triglycerides"	"rs1054564"	0.0190943807965085	0.01936715766503	0.324174583558961	1	"pan"
"GDF-15_CVDI"	"GDF-15"	"Triglycerides"	"All - Wald ratio"	0.0190943807965085	0.01936715766503	0.324174583558961	1	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"rs17741681"	-0.0183516850183517	0.0143476810143477	0.200872488721984	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"rs2287921"	0.18452380952381	0.0583333333333333	0.00156010085462662	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"rs3735080"	0.0530222693531283	0.056203605514316	0.345478272628554	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"rs59379014"	0.169516728624535	0.0676579925650558	0.0122280298179662	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"rs778986"	0.0662921348314607	0.0741573033707865	0.371354318845999	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"rs7979473"	0.00519210799584631	0.043613707165109	0.905237629455841	6	"pan"
"Gal-3_CVDI"	"Gal-3"	"Triglycerides"	"All - Inverse variance weighted"	0.00526733282389398	0.024662221976269	0.8308753734184	6	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Triglycerides"	"rs10761741"	-0.180565627266135	0.0246555474981871	2.41532626400718e-13	3	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Triglycerides"	"rs1354034"	-0.0089171974522293	0.045859872611465	0.845827892312863	3	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Triglycerides"	"rs2517622"	-0.284994964753273	0.0785498489425982	0.000285398468674244	3	"pan"
"HB-EGF_CVDI"	"HB-EGF"	"Triglycerides"	"All - Inverse variance weighted"	-0.152224512830159	0.0552656621302287	0.00587973423507096	3	"pan"
"HGF_CVDI"	"HGF"	"Triglycerides"	"rs5745687"	-0.145354645354645	0.034965034965035	3.22252494026077e-05	1	"pan"
"HGF_CVDI"	"HGF"	"Triglycerides"	"All - Wald ratio"	-0.145354645354645	0.034965034965035	3.22252494026077e-05	1	"pan"
"HSP_27_CVDI"	"HSP_27"	"Triglycerides"	"rs2868371"	0.00116652085156022	0.0163312919218431	0.943056670967043	1	"pan"
"HSP_27_CVDI"	"HSP_27"	"Triglycerides"	"All - Wald ratio"	0.00116652085156022	0.0163312919218431	0.943056670967043	1	"pan"
"IL-18_CVDI"	"IL-18"	"Triglycerides"	"rs385076"	-0.0260162601626016	0.0287262872628726	0.365115640660603	4	"pan"
"IL-18_CVDI"	"IL-18"	"Triglycerides"	"rs5002812"	0.10025706940874	0.0694087403598972	0.148613996455212	4	"pan"
"IL-18_CVDI"	"IL-18"	"Triglycerides"	"rs5744258"	-0.0207660359944624	0.0244577757268113	0.395849796303638	4	"pan"
"IL-18_CVDI"	"IL-18"	"Triglycerides"	"rs916964"	-0.0365853658536585	0.0542005420054201	0.499675764943554	4	"pan"
"IL-18_CVDI"	"IL-18"	"Triglycerides"	"All - Inverse variance weighted"	-0.0168686919208315	0.0173718313909363	0.33152982865704	4	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Triglycerides"	"rs3213762"	0.150337837837838	0.0810810810810811	0.0637153193473014	2	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Triglycerides"	"rs6734238"	0.0406862745098039	0.0235294117647059	0.0837792702905663	2	"pan"
"IL-1ra_CVDI"	"IL-1ra"	"Triglycerides"	"All - Inverse variance weighted"	0.0492032027914498	0.0293488744840499	0.0936415317544958	2	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs10774625"	0.128205128205128	0.0458839406207827	0.00520415419970022	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs10843390"	-0.144230769230769	0.0833333333333333	0.0834929318418181	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs11599750"	-0.0128276631344116	0.018962632459565	0.498741913600147	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs11666603"	-0.0380078636959371	0.0812581913499345	0.639969148235208	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs11711157"	0.0466666666666667	0.0577777777777778	0.419267732920394	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs1257169"	-0.00929752066115703	0.0495867768595041	0.851268623688206	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs4274855"	0.0396246089676747	0.0625651720542232	0.526515990078957	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"rs4740"	0.0126274151833257	0.00791115168111973	0.110454449214406	8	"pan"
"IL-27_CVDI"	"IL-27"	"Triglycerides"	"All - Inverse variance weighted"	0.010774280157612	0.00942315961996281	0.252879623361673	8	"pan"
"IL-6_CVDI"	"IL-6"	"Triglycerides"	"rs2228145"	0.00915855752718947	0.0194619347452776	0.637934810590957	1	"pan"
"IL-6_CVDI"	"IL-6"	"Triglycerides"	"All - Wald ratio"	0.00915855752718947	0.0194619347452776	0.637934810590957	1	"pan"
"IL-6RA_CVDI"	"IL-6RA"	"Triglycerides"	"rs4129267"	0.00177842870593158	0.00355685741186317	0.617075077451974	1	"pan"
"IL-6RA_CVDI"	"IL-6RA"	"Triglycerides"	"All - Wald ratio"	0.00177842870593158	0.00355685741186317	0.617075077451974	1	"pan"
"IL-8_CVDI"	"IL-8"	"Triglycerides"	"rs7655660"	0.05863539445629	0.0868869936034115	0.499773213909106	1	"pan"
"IL-8_CVDI"	"IL-8"	"Triglycerides"	"All - Wald ratio"	0.05863539445629	0.0868869936034115	0.499773213909106	1	"pan"
"IL16_CVDI"	"IL16"	"Triglycerides"	"rs4778639"	0.00177323458850527	0.00907478877646813	0.845078017077611	1	"pan"
"IL16_CVDI"	"IL16"	"Triglycerides"	"All - Wald ratio"	0.00177323458850527	0.00907478877646813	0.845078017077611	1	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"rs261334"	0.594594594594595	0.0797297297297297	8.80945571573105e-14	6	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"rs2991996"	0.0823373173970783	0.0624169986719788	0.187119325775177	6	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"rs4148005"	0.0807833537331701	0.0428396572827417	0.059333466754994	6	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"rs6555820"	0.0222222222222222	0.00976116303219107	0.0228103772300798	6	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"rs8036675"	-0.0766666666666667	0.08	0.33789470042481	6	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"rs872760"	-0.0153846153846154	0.0733727810650888	0.83391945051187	6	"pan"
"KIM-1_CVDI"	"KIM-1"	"Triglycerides"	"All - Inverse variance weighted"	0.0319663006568754	0.0305378883294927	0.295203323993751	6	"pan"
"LEP_CVDI"	"LEP"	"Triglycerides"	"rs12537573"	0.00657030223390276	0.064388961892247	0.918724277407713	2	"pan"
"LEP_CVDI"	"LEP"	"Triglycerides"	"rs1558902"	0.280507131537242	0.0554675118858954	4.25584433829553e-07	2	"pan"
"LEP_CVDI"	"LEP"	"Triglycerides"	"All - Inverse variance weighted"	0.163816702607874	0.135459034055459	0.226530337609421	2	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs10505752"	0.0525328330206379	0.0590994371482176	0.374062797490883	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs1344674"	0.031063321385902	0.039426523297491	0.43076760985781	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs17162315"	0.231188658669575	0.0687022900763359	0.0007652164476681	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs2305482"	0.014647137150466	0.0625832223701731	0.814951943236324	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs2511241"	-0.0280963302752294	0.0802752293577982	0.726338697648762	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs61896051"	0.094139650872818	0.0473815461346633	0.0469398969985166	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"rs9264875"	-0.0415929203539823	0.0628318584070797	0.50798927481078	7	"pan"
"LOX-1_CVDI"	"LOX-1"	"Triglycerides"	"All - Inverse variance weighted"	0.0509976776298175	0.0291107719405828	0.0797997706014997	7	"pan"
"MB_CVDI"	"MB"	"Triglycerides"	"rs10741929"	-0.0667522464698331	0.0654685494223363	0.307914483787551	2	"pan"
"MB_CVDI"	"MB"	"Triglycerides"	"rs2234962"	0.0104477611940298	0.0850746268656716	0.902259917132016	2	"pan"
"MB_CVDI"	"MB"	"Triglycerides"	"All - Inverse variance weighted"	-0.0380387422479915	0.0518841229673416	0.463468152045004	2	"pan"
"MCP-1_CVDI"	"MCP-1"	"Triglycerides"	"rs12495098"	0.0345640219952867	0.0396700706991359	0.383597396584469	4	"pan"
"MCP-1_CVDI"	"MCP-1"	"Triglycerides"	"rs12601658"	-0.00475435816164818	0.0887480190174326	0.957276620509357	4	"pan"
"MCP-1_CVDI"	"MCP-1"	"Triglycerides"	"rs2228467"	0.116851168511685	0.0639606396063961	0.0677113359798776	4	"pan"
"MCP-1_CVDI"	"MCP-1"	"Triglycerides"	"rs9811380"	-0.0662358642972536	0.0840064620355412	0.430426787356804	4	"pan"
"MCP-1_CVDI"	"MCP-1"	"Triglycerides"	"All - Inverse variance weighted"	0.0352943586034047	0.0309031190922344	0.253413715800708	4	"pan"
"MMP-1_CVDI"	"MMP-1"	"Triglycerides"	"rs2958130"	-0.00525624178712221	0.0473061760840999	0.911528237909377	2	"pan"
"MMP-1_CVDI"	"MMP-1"	"Triglycerides"	"rs6993770"	0.0145748987854251	0.0315789473684211	0.644412333769812	2	"pan"
"MMP-1_CVDI"	"MMP-1"	"Triglycerides"	"All - Inverse variance weighted"	0.0084618942682487	0.0262646341564375	0.747317649226659	2	"pan"
"MMP-10_CVDI"	"MMP-10"	"Triglycerides"	"rs601338"	0.145069274653627	0.0423797881010595	0.000619165530176137	1	"pan"
"MMP-10_CVDI"	"MMP-10"	"Triglycerides"	"All - Wald ratio"	0.145069274653627	0.0423797881010595	0.000619165530176137	1	"pan"
"MMP-12_CVDI"	"MMP-12"	"Triglycerides"	"rs737693"	-0.00182362902175329	0.00898788589292692	0.839214327076337	1	"pan"
"MMP-12_CVDI"	"MMP-12"	"Triglycerides"	"All - Wald ratio"	-0.00182362902175329	0.00898788589292692	0.839214327076337	1	"pan"
"MMP-3_CVDI"	"MMP-3"	"Triglycerides"	"rs2267373"	0.328070175438597	0.0859649122807017	0.00013545322580689	2	"pan"
"MMP-3_CVDI"	"MMP-3"	"Triglycerides"	"rs679620"	-0.00270382695507487	0.00977537437603993	0.782090532523617	2	"pan"
"MMP-3_CVDI"	"MMP-3"	"Triglycerides"	"All - Inverse variance weighted"	0.00151873425651558	0.0371333199313557	0.967376015242157	2	"pan"
"MMP-7_CVDI"	"MMP-7"	"Triglycerides"	"rs11568819"	0.0236389684813754	0.0234598853868195	0.313630398227934	2	"pan"
"MMP-7_CVDI"	"MMP-7"	"Triglycerides"	"rs9427472"	0.0716019417475728	0.0606796116504854	0.238000214910401	2	"pan"
"MMP-7_CVDI"	"MMP-7"	"Triglycerides"	"All - Inverse variance weighted"	0.0298759299786078	0.0218814589544178	0.172141922427914	2	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs10107630"	-0.0406162464985994	0.0658263305322129	0.537220691970024	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs10753458"	-0.0480507706255666	0.0407978241160471	0.238885210088559	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs1150754"	0.32620320855615	0.0681818181818182	1.71572525705792e-06	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs2302774"	0.0528301886792453	0.0924528301886792	0.567709166197353	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs6034875"	-0.0651595744680851	0.0625	0.297155277950559	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs7429360"	0.173913043478261	0.088628762541806	0.0497317386129573	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs757081"	0	0.0376782077393075	1	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"rs8102236"	-0.0946166394779772	0.0636215334420881	0.136967412262295	8	"pan"
"MPO_CVDI"	"MPO"	"Triglycerides"	"All - Inverse variance weighted"	0.0080820730527002	0.042755063220873	0.850067774258472	8	"pan"
"NT-pro_BNP_CVDI"	"NT-pro_BNP"	"Triglycerides"	"rs198389"	0.00706880301602262	0.0230914231856739	0.759511416075572	1	"pan"
"NT-pro_BNP_CVDI"	"NT-pro_BNP"	"Triglycerides"	"All - Wald ratio"	0.00706880301602262	0.0230914231856739	0.759511416075572	1	"pan"
"OPG_CVDI"	"OPG"	"Triglycerides"	"rs17600346"	0.145059965733866	0.0805254140491148	0.0716369518991481	2	"pan"
"OPG_CVDI"	"OPG"	"Triglycerides"	"rs7813952"	0.016374269005848	0.0274853801169591	0.551345804442167	2	"pan"
"OPG_CVDI"	"OPG"	"Triglycerides"	"All - Inverse variance weighted"	0.0298021628293272	0.0393404313617637	0.448723176954326	2	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs13127398"	0.138549892318737	0.0689160086145011	0.0443871079651568	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs17372936"	-0.0319148936170213	0.0638297872340425	0.617075077451974	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs2262535"	0.00131926121372032	0.062664907651715	0.983203671034106	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs2305637"	0.136304062909567	0.0878112712975098	0.120605093988681	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs4328821"	-0.0530351437699681	0.0485623003194888	0.274786836322257	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs490358"	0.00028328611898017	0.0147308781869688	0.984657011841237	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs653178"	0.137119113573407	0.0470914127423823	0.00359393247377338	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"rs74445441"	-0.026674570243035	0.0752815649081209	0.723091056487838	8	"pan"
"PAPPA_CVDI"	"PAPPA"	"Triglycerides"	"All - Inverse variance weighted"	0.0115835078712926	0.018531995625198	0.531935267495135	8	"pan"
